seqID,marker,cluster_id,cluster_probability,predicted_otu,classification_type,identity,pred_domain,pred_kingdom,pred_phylum,pred_class,pred_order,pred_family,pred_genus,pred_species,taxID,species_name,full_taxonomy,gt_domain,gt_kingdom,gt_phylum,gt_class,gt_order,gt_family,gt_genus,gt_species,has_taxonomy,has_ground_truth
AY427492.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,259650,Tomthompsonia antarctica,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Nudipleura;Pleurobranchida;Pleurobranchoidea;Pleurobranchidae;Tomthompsonia;Tomthompsonia antarctica,Eukaryota,Opisthokonta,Mollusca,Gastropoda,,,Tomthompsonia,Tomthompsonia antarctica,True,True
AY421789.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,258031,Polykrikos hartmannii,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Polykrikos;Polykrikos hartmannii,Eukaryota,,Sar,,,,Polykrikos,Polykrikos hartmannii,True,True
AY421788.1,SSU,1415,1.0,Centropages furcatus,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,,,,Centropages,Centropages furcatus,160621,Lingulodinium polyedra,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Gonyaulacales;Lingulodiniaceae;Lingulaulax;Lingulaulax polyedra,Eukaryota,,Sar,,,,Lingulaulax,Lingulodinium polyedra,True,True
AY421779.1,SSU,778,1.0,Margalefidinium polykrikoides,known_species,100.0,Eukaryota,,Sar,,,,Margalefidinium,Margalefidinium polykrikoides,77300,Margalefidinium polykrikoides,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Margalefidinium;Margalefidinium polykrikoides,Eukaryota,,Sar,,,,Margalefidinium,Margalefidinium polykrikoides,True,True
AY382607.1,SSU,1042,0.67934847,Kudoa igami,known_species,100.0,Eukaryota,Opisthokonta,Cnidaria,,,,Kudoa,Kudoa igami,69470,Kudoa thyrsites,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Myxozoa;Myxosporea;Multivalvulida;Kudoidae;Kudoa;Kudoa thyrsites,Eukaryota,Opisthokonta,Cnidaria,,,,Kudoa,Kudoa thyrsites,True,True
AY382606.1,SSU,1042,0.562856,Kudoa igami,known_species,100.0,Eukaryota,Opisthokonta,Cnidaria,,,,Kudoa,Kudoa igami,258534,Kudoa lateolabracis,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Myxozoa;Myxosporea;Multivalvulida;Kudoidae;Kudoa;Kudoa lateolabracis,Eukaryota,Opisthokonta,Cnidaria,,,,Kudoa,Kudoa lateolabracis,True,True
AY176305.1,SSU,1976,1.0,Polyphysia crassa,known_species,100.0,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Polyphysia,Polyphysia crassa,222018,Polyphysia crassa,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Sedentaria;Scolecida;Scalibregmatidae;Polyphysia;Polyphysia crassa,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Polyphysia,Polyphysia crassa,True,True
AY176296.1,SSU,1816,1.0,Subantarctia fiordensis,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Subantarctia,Subantarctia fiordensis,190468,Ophelina acuminata,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Sedentaria;Scolecida;Opheliidae;Ophelina;Ophelina acuminata,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Ophelina,Ophelina acuminata,True,True
AF013157.2,SSU,621,1.0,Cyanoptyche gloeocystis,known_species,100.0,Eukaryota,Glaucocystophyceae,,,,,Cyanoptyche,Cyanoptyche gloeocystis,6162,Girardia tigrina,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Rhabditophora;Seriata;Tricladida;Continenticola;Geoplanoidea;Dugesiidae;Girardia;Girardia tigrina,Eukaryota,Opisthokonta,Platyhelminthes,,,,Girardia,Girardia tigrina,True,True
AF013154.1,SSU,836,1.0,Dugesia aethiopica,known_species,100.0,Eukaryota,Opisthokonta,Platyhelminthes,,,,Dugesia,Dugesia aethiopica,,,,,,,,,,,,,False
AF013152.1,SSU,656,1.0,Schmidtea polychroa,known_species,100.0,Eukaryota,Opisthokonta,Platyhelminthes,,,,Schmidtea,Schmidtea polychroa,50054,Schmidtea polychroa,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Rhabditophora;Seriata;Tricladida;Continenticola;Geoplanoidea;Dugesiidae;Schmidtea;Schmidtea polychroa,Eukaryota,Opisthokonta,Platyhelminthes,,,,Schmidtea,Schmidtea polychroa,True,True
U12648.1,SSU,1739,1.0,Marsupiomonas pelliculata,known_species,100.0,Eukaryota,Viridiplantae,Chlorophyta,,,,Marsupiomonas,Marsupiomonas pelliculata,672013,Phoronis vancouverensis,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Phoronida;Phoronidae;Phoronis;Phoronis vancouverensis,Eukaryota,Opisthokonta,,,,,Phoronis,Phoronis vancouverensis,True,True
AF123308.2,SSU,1765,1.0,Chamaedrilus cognettii,known_species,100.0,Eukaryota,Opisthokonta,Annelida,Clitellata,,,Chamaedrilus,Chamaedrilus cognettii,490051,Phoronopsis harmeri,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Phoronida;Phoronidae;Phoronopsis;Phoronopsis harmeri,Eukaryota,Opisthokonta,,,,,Phoronopsis,Phoronopsis harmeri,True,True
AF083023.3,SSU,1030,0.7952661,Sterreria rubra,known_species,100.0,Eukaryota,Opisthokonta,,,,,Sterreria,Sterreria rubra,96659,Poikilolaimus oxycercus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Rhabditina;Rhabditomorpha;Rhabditoidea;Rhabditidae;Rhabditinae;Poikilolaimus;Poikilolaimus oxycercus,Eukaryota,Opisthokonta,Nematoda,,,,Poikilolaimus,Poikilolaimus oxycercus,True,True
AF082996.2,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,96661,Rhabditoides inermis,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Rhabditina;Rhabditomorpha;Rhabditoidea;Rhabditidae;Rhabditidae incertae sedis;Rhabditoides;Rhabditoides inermis,Eukaryota,Opisthokonta,Nematoda,,,,Rhabditoides,Rhabditoides inermis,True,True
AF082999.2,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,96664,Distolabrellus veechi,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Rhabditina;Rhabditomorpha;Rhabditoidea;Rhabditidae;Mesorhabditinae;Distolabrellus;Distolabrellus veechi,Eukaryota,Opisthokonta,Nematoda,,,,Distolabrellus,Distolabrellus veechi,True,True
AY377661.1,SSU,65,1.0,Austrarchaea tealei,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Austrarchaea,Austrarchaea tealei,256136,Architeuthis dux,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Cephalopoda;Coleoidea;Decapodiformes;Oegopsida;Architeuthidae;Architeuthis;Architeuthis dux,Eukaryota,Opisthokonta,Mollusca,Cephalopoda,,,Architeuthis,Architeuthis dux,True,True
AY377660.1,SSU,1215,0.92019224,Gyptis golikovi,known_species,100.0,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Gyptis,Gyptis golikovi,176853,Crepidula fornicata,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Caenogastropoda;Littorinimorpha;Calyptraeoidea;Calyptraeidae;Crepidula;Crepidula fornicata,Eukaryota,Opisthokonta,Mollusca,Gastropoda,,,Crepidula,Crepidula fornicata,True,True
AY377658.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,256131,Chaetoderma nitidulum,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Aplacophora;Caudofoveata;Chaetodermatida;Chaetodermatidae;Chaetoderma;Chaetoderma nitidulum,Eukaryota,Opisthokonta,Mollusca,,,,Chaetoderma,Chaetoderma nitidulum,True,True
AY377656.1,SSU,1581,1.0,Carathea parawea,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Carathea,Carathea parawea,,,,,,,,,,,,,False
AY377653.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,256427,Sypharochiton pelliserpentis,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Polyplacophora;Neoloricata;Chitonida;Chitonina;Chitonidae;Chitoninae;Sypharochiton;Sypharochiton pelliserpentis,Eukaryota,Opisthokonta,Mollusca,,,,Sypharochiton,Sypharochiton pelliserpentis,True,True
AY377651.1,SSU,1384,1.0,Mutela hargeri,known_species,100.0,Eukaryota,Opisthokonta,Mollusca,Bivalvia,,,Mutela,Mutela hargeri,256108,Chiton olivaceus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Polyplacophora;Neoloricata;Chitonida;Chitonina;Chitonidae;Chitoninae;Chiton;Chiton olivaceus,Eukaryota,Opisthokonta,Mollusca,,,,Chiton,Chiton olivaceus,True,True
AY377648.1,SSU,1963,1.0,Mopalia muscosa,known_species,100.0,Eukaryota,Opisthokonta,Mollusca,,,,Mopalia,Mopalia muscosa,256104,Mopalia muscosa,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Polyplacophora;Neoloricata;Chitonida;Acanthochitonina;Mopaliidae;Mopalia;Mopalia muscosa,Eukaryota,Opisthokonta,Mollusca,,,,Mopalia,Mopalia muscosa,True,True
AY377647.1,SSU,1505,0.65906453,Micronephthys stammeri,known_species,100.0,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Micronephthys,Micronephthys stammeri,256102,Lorica volvox,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Polyplacophora;Neoloricata;Chitonida;Chitonina;Loricidae;Lorica;Lorica volvox,Eukaryota,Opisthokonta,Mollusca,,,,Lorica,Lorica volvox,True,True
AY377646.1,SSU,1503,1.0,Schizochiton incisus,known_species,100.0,Eukaryota,Opisthokonta,Mollusca,,,,Schizochiton,Schizochiton incisus,256100,Schizochiton incisus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Polyplacophora;Neoloricata;Chitonida;Chitonina;Schizochitonidae;Schizochiton;Schizochiton incisus,Eukaryota,Opisthokonta,Mollusca,,,,Schizochiton,Schizochiton incisus,True,True
AY377645.1,SSU,1687,1.0,Callistochiton antiquus,known_species,100.0,Eukaryota,Opisthokonta,Mollusca,,,,Callistochiton,Callistochiton antiquus,256078,Callistochiton antiquus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Polyplacophora;Neoloricata;Chitonida;Chitonina;Callistoplacidae;Callistochiton;Callistochiton antiquus,Eukaryota,Opisthokonta,Mollusca,,,,Callistochiton,Callistochiton antiquus,True,True
AY377644.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,256068,Stenoplax alata,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Polyplacophora;Neoloricata;Chitonida;Chitonina;Ischnochitonidae;Stenoplax;Stenoplax alata,Eukaryota,Opisthokonta,Mollusca,,,,Stenoplax,Stenoplax alata,True,True
AY377643.1,SSU,1963,1.0,Mopalia muscosa,known_species,100.0,Eukaryota,Opisthokonta,Mollusca,,,,Mopalia,Mopalia muscosa,256066,Lepidozona mertensii,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Polyplacophora;Neoloricata;Chitonida;Chitonina;Ischnochitonidae;Lepidozona;Lepidozona mertensii,Eukaryota,Opisthokonta,Mollusca,,,,Lepidozona,Lepidozona mertensii,True,True
AY377642.1,SSU,1843,1.0,Cephalothrix bipunctata,known_species,100.0,Eukaryota,Opisthokonta,,,,,Cephalothrix,Cephalothrix bipunctata,256065,Ischnochiton elongatus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Polyplacophora;Neoloricata;Chitonida;Chitonina;Ischnochitonidae;Ischnochiton;Ischnochiton elongatus,Eukaryota,Opisthokonta,Mollusca,,,,Ischnochiton,Ischnochiton elongatus,True,True
AY377641.1,SSU,1461,1.0,Sphaerosyllis densopapillata,known_species,100.0,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Sphaerosyllis,Sphaerosyllis densopapillata,27824,Ischnochiton australis,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Polyplacophora;Neoloricata;Chitonida;Chitonina;Ischnochitonidae;Ischnochiton;Ischnochiton australis,Eukaryota,Opisthokonta,Mollusca,,,,Ischnochiton,Ischnochiton australis,True,True
AY377638.1,SSU,1904,0.68140906,Electroma papilionacea,known_species,100.0,Eukaryota,Opisthokonta,Mollusca,Bivalvia,,,Electroma,Electroma papilionacea,256062,Nuttallochiton mirandus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Polyplacophora;Neoloricata;Chitonida;Acanthochitonina;Mopaliidae;Nuttallochiton;Nuttallochiton mirandus,Eukaryota,Opisthokonta,Mollusca,,,,Nuttallochiton,Nuttallochiton mirandus,True,True
AY377637.1,SSU,1250,1.0,Phoronis australis,known_species,100.0,Eukaryota,Opisthokonta,,,,,Phoronis,Phoronis australis,256060,Chaetopleura angulata,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Polyplacophora;Neoloricata;Chitonida;Chitonina;Chaetopleuridae;Chaetopleura;Chaetopleura angulata,Eukaryota,Opisthokonta,Mollusca,,,,Chaetopleura,Chaetopleura angulata,True,True
AY377636.1,SSU,1707,1.0,Atypus affinis,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Atypus,Atypus affinis,,,,,,,,,,,,,False
AY377635.1,SSU,1687,1.0,Callistochiton antiquus,known_species,100.0,Eukaryota,Opisthokonta,Mollusca,,,,Callistochiton,Callistochiton antiquus,256058,Tonicella lineata,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Polyplacophora;Neoloricata;Chitonida;Acanthochitonina;Mopaliidae;Tonicella;Tonicella lineata,Eukaryota,Opisthokonta,Mollusca,,,,Tonicella,Tonicella lineata,True,True
AY377633.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,256056,Lepidochitona cinerea,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Polyplacophora;Neoloricata;Chitonida;Acanthochitonina;Tonicellidae;Tonicellinae;Lepidochitona;Lepidochitona cinerea,Eukaryota,Opisthokonta,Mollusca,,,,Lepidochitona,Lepidochitona cinerea,True,True
AY377632.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,256138,Callochiton septemvalvis,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Polyplacophora;Neoloricata;Chitonida;Chitonina;Callochitonidae;Callochiton;Callochiton septemvalvis,Eukaryota,Opisthokonta,Mollusca,,,,Callochiton,Callochiton septemvalvis,True,True
AY348885.1,SSU,645,1.0,Cliona viridis,known_species,100.0,Eukaryota,Opisthokonta,Porifera,,,,Cliona,Cliona viridis,6071,Spongosorites genitrix,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae;Heteroscleromorpha;Suberitida;Halichondriidae;Halichondria;Halichondria genitrix,Eukaryota,Opisthokonta,Porifera,,,,Halichondria,Spongosorites genitrix,True,True
AY348884.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,252963,Plakortis simplex,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Homoscleromorpha;Homosclerophorida;Plakinidae;Plakortis;Plakortis simplex,Eukaryota,Opisthokonta,Porifera,,,,Plakortis,Plakortis simplex,True,True
AY348883.1,SSU,1839,1.0,Cladophora vagabunda,known_species,100.0,Eukaryota,Viridiplantae,Chlorophyta,Ulvophyceae,,,Cladophora,Cladophora vagabunda,252962,Oscarella tuberculata,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Homoscleromorpha;Homosclerophorida;Oscarellidae;Oscarella;Oscarella tuberculata,Eukaryota,Opisthokonta,Porifera,,,,Oscarella,Oscarella tuberculata,True,True
AY348878.1,SSU,1910,1.0,Petromica ciocalyptoides,known_species,100.0,Eukaryota,Opisthokonta,Porifera,,,,Petromica,Petromica ciocalyptoides,6047,Geodia cydonium,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae;Heteroscleromorpha;Tetractinellida;Astrophorina;Geodiidae;Geodia;Geodia cydonium,Eukaryota,Opisthokonta,Porifera,,,,Geodia,Geodia cydonium,True,True
AY365457.1,SSU,1503,1.0,Schizochiton incisus,known_species,100.0,Eukaryota,Opisthokonta,Mollusca,,,,Schizochiton,Schizochiton incisus,251477,Propappus volki,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Clitellata;Oligochaeta;Enchytraeida;Propappidae;Propappus;Propappus volki,Eukaryota,Opisthokonta,Annelida,Clitellata,,,Propappus,Propappus volki,True,True
AY245118.1,SSU,1997,1.0,Tetratrichomonas prowazeki,known_species,100.0,Eukaryota,Metamonada,,,,,Tetratrichomonas,Tetratrichomonas prowazeki,227237,Tetratrichomonas prowazeki,cellular organisms;Eukaryota;Metamonada;Parabasalia;Trichomonadida;Trichomonadidae;Tetratrichomonas;Tetratrichomonas prowazeki,Eukaryota,Metamonada,,,,,Tetratrichomonas,Tetratrichomonas prowazeki,True,True
AY245117.1,SSU,1997,1.0,Tetratrichomonas prowazeki,known_species,100.0,Eukaryota,Metamonada,,,,,Tetratrichomonas,Tetratrichomonas prowazeki,227238,Tetratrichomonas limacis,cellular organisms;Eukaryota;Metamonada;Parabasalia;Trichomonadida;Trichomonadidae;Tetratrichomonas;Tetratrichomonas limacis,Eukaryota,Metamonada,,,,,Tetratrichomonas,Tetratrichomonas limacis,True,True
AY245106.1,SSU,1028,1.0,Tetratrichomonas gallinarum,known_species,100.0,Eukaryota,Metamonada,,,,,Tetratrichomonas,Tetratrichomonas gallinarum,5730,Tetratrichomonas gallinarum,cellular organisms;Eukaryota;Metamonada;Parabasalia;Trichomonadida;Trichomonadidae;Tetratrichomonas;Tetratrichomonas gallinarum,Eukaryota,Metamonada,,,,,Tetratrichomonas,Tetratrichomonas gallinarum,True,True
AY425316.1,SSU,1109,1.0,Micromonas pusilla,known_species,100.0,,,,,,,Micromonas,Micromonas pusilla,,,,,,,,,,,,,False
AY425314.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,41875,Bathycoccus prasinos,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos,Eukaryota,Viridiplantae,Chlorophyta,,,,Bathycoccus,Bathycoccus prasinos,True,True
AY425305.1,SSU,878,0.7857988,Haplosporidium patagon,known_species,100.0,Eukaryota,,Sar,,,,Haplosporidium,Haplosporidium patagon,41880,Pycnococcus provasolii,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;Pseudoscourfieldiophyceae;Pseudoscourfieldiales;Pycnococcaceae;Pycnococcus;Pycnococcus provasolii,Eukaryota,Viridiplantae,Chlorophyta,,,,Pycnococcus,Pycnococcus provasolii,True,True
AY339144.1,SSU,959,0.7738234,Hemidinium nasutum,known_species,100.0,Eukaryota,,Sar,,,,Hemidinium,Hemidinium nasutum,251512,Aglaodiaptomus spatulocrenatus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Hexanauplia;Copepoda;Neocopepoda;Gymnoplea;Calanoida;Diaptomidae;Aglaodiaptomus;Aglaodiaptomus spatulocrenatus,Eukaryota,Opisthokonta,Arthropoda,,,,Aglaodiaptomus,Aglaodiaptomus spatulocrenatus,True,True
AY218123.1,SSU,1169,1.0,Filisoma rizalinum,known_species,100.0,Eukaryota,Opisthokonta,,,,,Filisoma,Filisoma rizalinum,57286,Echinorhynchus gadi,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Acanthocephala;Palaeacanthocephala;Echinorhynchida;Echinorhynchidae;Echinorhynchus;Echinorhynchus gadi,Eukaryota,Opisthokonta,,,,,Echinorhynchus,Echinorhynchus gadi,True,True
AY218111.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,231612,Labidognathia longicollis,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Gnathifera;Gnathostomulida;Bursovaginoidea;Mesognathariidae;Labidognathia;Labidognathia longicollis,Eukaryota,Opisthokonta,,,,,Labidognathia,Labidognathia longicollis,True,True
AY218110.1,SSU,1677,1.0,Austrognatharia strunki,known_species,100.0,Eukaryota,Opisthokonta,,,,,Austrognatharia,Austrognatharia strunki,231610,Austrognatharia strunki,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Gnathifera;Gnathostomulida;Bursovaginoidea;Austrognathiidae;Austrognatharia;Austrognatharia strunki,Eukaryota,Opisthokonta,,,,,Austrognatharia,Austrognatharia strunki,True,True
AY218109.1,SSU,1681,1.0,Micrura fasciolata,known_species,100.0,Eukaryota,Opisthokonta,,,,,Micrura,Micrura fasciolata,231608,Haplognathia ruberrima,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Gnathifera;Gnathostomulida;Filospermoidea;Haplognathiidae;Haplognathia;Haplognathia ruberrima,Eukaryota,Opisthokonta,,,,,Haplognathia,Haplognathia ruberrima,True,True
AY218106.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,69817,Symbion pandora,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Cycliophora;Symbion;Symbion pandora,Eukaryota,Opisthokonta,,,,,Symbion,Symbion pandora,True,True
AY210452.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,88944,Tubulanus annulatus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Nemertea;Palaeonemertea;Tubulaniformes;Tubulanidae;Tubulanus;Tubulanus annulatus,Eukaryota,Opisthokonta,,,,,Tubulanus,Tubulanus annulatus,True,True
AY210447.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,981110,Alitta succinea,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Errantia;Phyllodocida;Nereididae;Alitta;Alitta succinea,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Alitta,Alitta succinea,True,True
AY210446.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,231366,Myzostoma polycyclus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Annelida incertae sedis;Myzostomida;Myzostomatidae;Myzostoma;Myzostoma polycyclus,Eukaryota,Opisthokonta,Annelida,,,,Myzostoma,Myzostoma polycyclus,True,True
AY210443.1,SSU,616,0.91810125,Trypanosyllis zebra,known_species,100.0,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Trypanosyllis,Trypanosyllis zebra,231348,Crisularia turrita,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Bryozoa;Gymnolaemata;Cheilostomatida;Flustrina;Buguloidea;Bugulidae;Crisularia;Crisularia turrita,Eukaryota,Opisthokonta,Bryozoa,,,,Crisularia,Crisularia turrita,True,True
AY210442.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,232741,Barentsia gracilis,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Entoprocta;Barentsiidae;Barentsia;Barentsia gracilis,Eukaryota,Opisthokonta,,,,,Barentsia,Barentsia gracilis,True,True
